number	year	rinc_citations	scopus_citations	title	title_ru	title_ru_display	title_en	title_en_source	authors	venue	venue_ru	venue_en	venue_en_source	volume	issue	pages	doi	url	gost_ru	apa_en	sources
23	2023	0		ВОПРОСЫ ФАЗОВОЙ СТАБИЛЬНОСТИ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ NI-CO-MN-Z (Z = GA, IN, SN, SB) Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. В сборнике: ДНИ КАЛОРИКИ В ДАГЕСТАНЕ: ФУНКЦИОНАЛЬНЫЕ МАТЕРИАЛЫ И ИХ ПРИЛОЖЕНИЯ. Сборник тезисов. Челябинск, 2023. С. 51-52.	Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb) ерагер к. р. , байгутлин д. р. , соколовский в. в. , бучельников в. д. в сборнике: дни калорики в дагестане: функциональные материалы и их приложения. сборник тезисов. челябинск, 2023. с. 51-52.	Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb) ерагер к. р. , байгутлин д. р. , соколовский в. в. , бучельников в. д. в сборнике: дни калорики в дагестане: функциональные материалы и их приложения. сборник тезисов. челябинск, 2023. с. 51-52.	Issues of phase stability of Geisler alloys based on ni-co-mn-z (z = ga, in, sn, sb) erager k.r., Baigutlin d.r., Sokolovskiy V. , bachelliki V. d. in the collection: days of caloric in Dagestan: functional materials and their applications. abstract book. Chelyabinsk, 2023. pp. 51-52.	argos_translate_ru_en										https://www.elibrary.ru/item.asp?id=54315008	Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb) ерагер к. р. , байгутлин д. р. , соколовский в. в. , бучельников в. д. в сборнике: дни калорики в дагестане: функциональные материалы и их приложения. сборник тезисов. челябинск, 2023. с. 51-52. // ОВ ГЕЙСЛЕРА НА ОСНОВЕ NI-CO-MN-Z (Z = GA, IN, SN, SB) Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. В сборнике: ДНИ КАЛОРИКИ В ДАГЕСТАНЕ: ФУНКЦИОНАЛЬНЫЕ МАТЕРИАЛЫ И ИХ ПРИЛОЖЕНИЯ. сборник тезисов. Челябинск, 2023. С. 51-52. URL: https://www.elibrary.ru/item.asp?id=54315008.	Baigutlin, D. R. (2023). Voprosy fazovoi stabilnosti splavov Geislera na osnove ni-co-mn-z (z = ga, in, sn, sb) erager k. r., baigutlin d. r., sokolovskii v. v., buchelnikov v. d. v sbornike: dni kaloriki v dagestane: funktsionalnye materialy i ikh prilozheniya. sbornik tezisov. chelyabinsk, 2023. s. 51-52. OV GEISLERA NA OSNOVE NI-CO-MN-Z (Z = GA, IN, SN, SB) Erager K.R., Baigutlin D.R., Sokolovskii V.V., Buchelnikov V.D. V sbornike: DNI KALORIKI V DAGESTANE: FUNKTsIONALNYE MATERIALY I IKh PRILOZhENIYa. sbornik tezisov. Chelyabinsk,, 51–52. https://www.elibrary.ru/item.asp?id=54315008	eLibrary/RSCI
24	2023	0		ВОПРОСЫ ФАЗОВОЙ СТАБИЛЬНОСТИ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ NI-CO-MN-Z (Z = GA, IN, SN, SB)	Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb)	Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb)	Questions of phase stability of Geisler alloys based on ni-co-mn-z (z = ga, in, sn, sb)	argos_translate_ru_en	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы				075-01493-23-00	51-52		https://www.elibrary.ru/item.asp?id=54314121	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Вопросы фазовой стабильности сплавов Гейслера на основе ni-co-mn-z (z = ga, in, sn, sb). // В сборнике: ДНИ КАЛОРИКИ В ДАГЕСТАНЕ: ФУНКЦИОНАЛЬНЫЕ МАТЕРИАЛЫ И ИХ ПРИЛОЖЕНИЯ. сборник тезисов. Челябинск, 2023. С. 51-52. URL: https://www.elibrary.ru/item.asp?id=54314121.	Erager, K. R., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2023). Voprosy fazovoi stabilnosti splavov Geislera na osnove ni-co-mn-z (z = ga, in, sn, sb). V sbornike: DNI KALORIKI V DAGESTANE: FUNKTsIONALNYE MATERIALY I IKh PRILOZhENIYa. sbornik tezisov. Chelyabinsk,, 51–52. https://www.elibrary.ru/item.asp?id=54314121	eLibrary/RSCI,elibrary
25	2023	6		ВЛИЯНИЕ ОБМЕННО-КОРРЕЛЯЦИОННЫХ ЭФФЕКТОВ НА СТАБИЛИЗАЦИЮ ПОЛУМЕТАЛЛИЧЕСКИХ СВОЙСТВ СПЛАВОВ MN 2 VAL И MN 2 VSI	Влияние обменно-корреляционных эффектов на стабилизацию полуметаллических свойств сплавов mn 2 val и mn 2 vsi	Влияние обменно-корреляционных эффектов на стабилизацию полуметаллических свойств сплавов mn 2 val и mn 2 vsi	The Influence of Exchange Correlation Effects on the Stabilization of the Half-Metallic Properties of Mn2VAl and Mn2VSi Alloys	existing_publication	Бучельников В.Д., Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н.	Физика металлов и металловедение	Физика металлов и металловедение			124	2	126-133	10.31857/s0015323022601301	https://www.elibrary.ru/item.asp?id=50403417	Бучельников В.Д., Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н. Влияние обменно-корреляционных эффектов на стабилизацию полуметаллических свойств сплавов mn 2 val и mn 2 vsi. // Физика металлов и металловедение. 2023. Т. 124. № 2. С. 126-133. URL: https://www.elibrary.ru/item.asp?id=50403417.	Buchelnikov, V. D., Baigutlin, D. R., Sokolovskii, V. V., & Miroshkina, O. N. (2023). Vliyanie obmenno-korrelyatsionnykh effektov na stabilizatsiyu polumetallicheskikh svoistv splavov mn 2 val i mn 2 vsi. Fizika metallov i metallovedenie, 124(2), 126–133. https://www.elibrary.ru/item.asp?id=50403417	eLibrary/RSCI,openalex_api,elibrary
26	2023	0	4	The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys	The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys	The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys	The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys	existing_publication	Buchelnikov V.D., Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N.	Physics of Metals and Metallography	Physics of Metals and Metallography	Physics of Metals and Metallography	existing_publication	124	2	118-125	10.1134/s0031918x22601962	https://www.elibrary.ru/item.asp?id=61494427	Buchelnikov V.D., Baigutlin D.R., Sokolovskiy V.V., Miroshkina O.N. The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys. // Physics of Metals and Metallography. 2023. Vol. 124. No. 2. P. 118-125. URL: https://www.elibrary.ru/item.asp?id=61494427.	Buchelnikov, V. D., Baigutlin, D. R., Sokolovskiy, V. V., & Miroshkina, O. N. (2023). The influence of exchange correlation effects on the stabilization of the half-metallic properties of Mn2VAl and Mn2VSi alloys. Physics of Metals and Metallography, 124(2), 118–125. https://www.elibrary.ru/item.asp?id=61494427	eLibrary/RSCI,openalex_api,orcid_public_api,scopus
27	2023	0	2	On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys	On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys	On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys	On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys	existing_publication	Erager K.R., Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D.	Journal of Communications Technology and Electronics	Journal of Communications Technology and Electronics	Journal of Communications Technology and Electronics	existing_publication	68	4	389-399	10.1134/S1064226923040010	https://www.elibrary.ru/item.asp?id=61701429	Erager K.R., Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D. On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys. // Journal of Communications Technology and Electronics. 2023. Vol. 68. No. 4. P. 389-399. DOI: 10.1134/S1064226923040010.	Erager, K. R., Baigutlin, D. R., Sokolovskiy, V. V., & Buchelnikov, V. D. (2023). On the possible half-metallic properties of Fe2RhZ (Z = Al, Si, Ga, Ge, In, Sn) ferromagnetic Heusler alloys. Journal of Communications Technology and Electronics, 68(4), 389–399. https://doi.org/10.1134/S1064226923040010	DOI,eLibrary/RSCI,openalex_api,orcid_public_api,scopus
28	2023	32	43	META-GGA SCAN FUNCTIONAL IN THE PREDICTION OF GROUND STATE PROPERTIES OF MAGNETIC MATERIALS: REVIEW OF THE CURRENT STATE	Meta-gga scan functional in the prediction of ground state properties of magnetic materials: review of the current state	Meta-gga scan functional in the prediction of ground state properties of magnetic materials: review of the current state	META-GGA SCAN FUNCTIONAL IN THE PREDICTION OF GROUND STATE PROPERTIES OF MAGNETIC MATERIALS: REVIEW OF THE CURRENT STATE	existing_publication	Sokolovskiy V., Baigutlin D., Miroshkina O., Buchelnikov V.	Metals	Metals	Metals	existing_publication	13	4	728-728	10.3390/met13040728	https://www.elibrary.ru/item.asp?id=61298820	Sokolovskiy V., Baigutlin D., Miroshkina O., Buchelnikov V. Meta-gga scan functional in the prediction of ground state properties of magnetic materials: review of the current state. // Metals. 2023. Т. 13. № 4. С. 728. URL: https://www.elibrary.ru/item.asp?id=61298820.	Sokolovskiy V., Baigutlin D., Miroshkina O., & Buchelnikov V. (2023). Meta-gga scan functional in the prediction of ground state properties of magnetic materials: review of the current state. Metals, 13(4), 728. https://www.elibrary.ru/item.asp?id=61298820	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary,scopus
29	2023	1		INTERPLAY OF ELECTRONIC STRUCTURE AND MAGNETISM IN FE 2 - AND RH 2 -BASED HEUSLER ALLOYS	Interplay of electronic structure and magnetism in fe 2 - and rh 2 -based heusler alloys	Interplay of electronic structure and magnetism in fe 2 - and rh 2 -based heusler alloys	INTERPLAY OF ELECTRONIC STRUCTURE AND MAGNETISM IN FE 2 - AND RH 2 -BASED HEUSLER ALLOYS	existing_publication	Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D.	Physical Review B	Physical Review B	Physical Review B	existing_publication	107	24	245130	10.1103/physrevb.107.245130	https://www.elibrary.ru/item.asp?id=61730931	Baigutlin D.R., Sokolovskiy V.V., Buchelnikov V.D. Interplay of electronic structure and magnetism in fe 2 - and rh 2 -based heusler alloys. // Physical Review B. 2023. Т. 107. № 24. С. 245130. URL: https://www.elibrary.ru/item.asp?id=61730931.	Baigutlin, D. R., Sokolovskiy, V. V., & Buchelnikov, V. D. (2023). Interplay of electronic structure and magnetism in fe 2 - and rh 2 -based heusler alloys. Physical Review B, 107(24), 245130. https://www.elibrary.ru/item.asp?id=61730931	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary
30	2023	7		AB INITIO PREDICTION OF COEXISTENCE OF TWO MAGNETIC STATES IN MN 2 Y SN ( Y = SC, TI, AND V) HEUSLER ALLOYS UNDER APPLIED PRESSURE	Ab initio prediction of coexistence of two magnetic states in mn 2 y sn ( y = sc, ti, and v) heusler alloys under applied pressure	Ab initio prediction of coexistence of two magnetic states in mn 2 y sn ( y = sc, ti, and v) heusler alloys under applied pressure	AB INITIO PREDICTION OF COEXISTENCE OF TWO MAGNETIC STATES IN MN 2 Y SN ( Y = SC, TI, AND V) HEUSLER ALLOYS UNDER APPLIED PRESSURE	existing_publication	Sokolovskiy V., Zagrebin M., Baigutlin D., Buchelnikov V.	Computational Materials Science	Computational Materials Science	Computational Materials Science	existing_publication	228	а	112365-112365	10.1016/j.commatsci.2023.112365	https://www.elibrary.ru/item.asp?id=62505646	Sokolovskiy V., Zagrebin M., Baigutlin D., Buchelnikov V. Ab initio prediction of coexistence of two magnetic states in mn 2 y sn ( y = sc, ti, and v) heusler alloys under applied pressure. // Computational Materials Science. 2023. Т. 228. С. 112365. URL: https://www.elibrary.ru/item.asp?id=62505646.	Sokolovskiy V., Zagrebin M., Baigutlin D., & Buchelnikov V. (2023). Ab initio prediction of coexistence of two magnetic states in mn 2 y sn ( y = sc, ti, and v) heusler alloys under applied pressure. Computational Materials Science, 228, 112365. https://www.elibrary.ru/item.asp?id=62505646	eLibrary/RSCI,crossref_api,openalex_api,orcid_public_api,elibrary
31	2023	0		AB INITIO INVETIGATION THE PROPERTIES OF MN2-BASED HEUSLER ALLOYS UNDER EXTERNAL PRESSURE	Ab initio invetigation the properties of mn2-based heusler alloys under external pressure	Ab initio invetigation the properties of mn2-based heusler alloys under external pressure	AB INITIO INVETIGATION THE PROPERTIES OF MN2-BASED HEUSLER ALLOYS UNDER EXTERNAL PRESSURE	existing_publication	Buchelnikov V.D., Sokolovskiy V.V., Zagrebin M.A., Baigutlin D.R.	Ы	Ы				22-12-20032	30		https://www.elibrary.ru/item.asp?id=54254106	Buchelnikov V.D., Sokolovskiy V.V., Zagrebin M.A., Baigutlin D.R. Ab initio invetigation the properties of mn2-based heusler alloys under external pressure. // В сборнике: Samarkand International Symposium on Magnetism 2023. Book of Abstracts. Samarkand, 2023. С. 30. URL: https://www.elibrary.ru/item.asp?id=54254106.	Buchelnikov, V. D., Sokolovskiy, V. V., Zagrebin, M. A., & Baigutlin, D. R. (2023). Ab initio invetigation the properties of mn2-based heusler alloys under external pressure. V sbornike: Samarkand International Symposium on Magnetism, 30. https://www.elibrary.ru/item.asp?id=54254106	eLibrary/RSCI,elibrary
	2023		2	Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure	Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure	Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure	Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure	existing_publication	Sokolovskiy V.	Computational Materials Science	Computational Materials Science	Computational Materials Science	existing_publication	228		112365-112365	10.1016/j.commatsci.2023.112365	https://www.scopus.com/record/display.uri?eid=2-s2.0-85165042235	Sokolovskiy V. Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure. // Computational Materials Science. — 2023. — Т. 228. — С. 112365–112365. — DOI: 10.1016/j.commatsci.2023.112365.	Sokolovskiy V. (2023). Ab initio prediction of coexistence of two magnetic states in Mn2YSn (Y=Sc, Ti, and V) Heusler alloys under applied pressure. Computational Materials Science, 228, 112365–112365. https://doi.org/10.1016/j.commatsci.2023.112365	scopus,crossref_api,openalex_api,orcid_public_api
	2023		2	Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys	Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys	Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys	Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys	existing_publication	Baigutlin D.R.	Physical Review B	Physical Review B	Physical Review B	existing_publication	107	24		10.1103/physrevb.107.245130	https://www.scopus.com/record/display.uri?eid=2-s2.0-85163526797	Baigutlin D.R. Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys. // Physical Review B. — 2023. — Т. 107. — № 24. — DOI: 10.1103/physrevb.107.245130.	Baigutlin, D. R. (2023). Interplay of electronic structure and magnetism in Fe2 - And Rh2 -based Heusler alloys. Physical Review B, 107(24). https://doi.org/10.1103/physrevb.107.245130	scopus,crossref_api,openalex_api,orcid_public_api
31	2022	0		ИССЛЕДОВАНИЯ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ ФЕРРОМАГНИТНЫХ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ TI	ИССЛЕДОВАНИЯ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ ФЕРРОМАГНИТНЫХ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ TI	ИССЛЕДОВАНИЯ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ ФЕРРОМАГНИТНЫХ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ TI	Researches from the first principles of semi-metallic Ferromagnetic Alloys of Heisler on the basis of TI	argos_translate_ru_en	Раев А.А., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы				22-12-20032	72-73		https://www.elibrary.ru/item.asp?id=50078080	Раев А.А., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. ИССЛЕДОВАНИЯ ИЗ ПЕРВЫХ ПРИНЦИПОВ ПОЛУМЕТАЛЛИЧЕСКИХ ФЕРРОМАГНИТНЫХ СПЛАВОВ ГЕЙСЛЕРА НА ОСНОВЕ TI. — Башкирский государственный педагогический университет им. М. Акмуллы. — 2022. — № 22-12-20032. — С. 72–73. — URL: https://www.elibrary.ru/item.asp?id=50078080.	Raev, A. A., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Researches from the first principles of semi-metallic Ferromagnetic Alloys of Heisler on the basis of TI. Bashkirskii gosudarstvennyi pedagogicheskii universitet im. M. Akmully, (22-12-20032), 72–73. https://www.elibrary.ru/item.asp?id=50078080	elibrary
32	2022	0		ФАЗОВЫЕ ПЕРЕХОДЫ В СПЛАВАХ ГЕЙСЛЕРА MN2YZ: РОЛЬ ОБМЕННО-КОРРЕЛЯЦИОННЫХ ВЗАИМОДЕЙСТВИЙ	Фазовые переходы в сплавах Гейслера mn2yz: роль обменно-корреляционных взаимодействий	Фазовые переходы в сплавах Гейслера mn2yz: роль обменно-корреляционных взаимодействий	Phase transitions in Geisler alloys mn2yz: the role of exchange-correlation interactions	argos_translate_ru_en	Бучельников В.Д., Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н.	Ы	Ы				22-12-20032	11-14		https://www.elibrary.ru/item.asp?id=49304148	Бучельников В.Д., Байгутлин Д.Р., Соколовский В.В., Мирошкина О.Н. Фазовые переходы в сплавах Гейслера mn2yz: роль обменно-корреляционных взаимодействий. // В сборнике: Дни калорики в Королеве: функциональные материалы и их приложения. Сборник тезисов 3-го Международного научного семинара. Челябинск, 2022. С. 11-14. URL: https://www.elibrary.ru/item.asp?id=49304148.	Buchelnikov, V. D., Baigutlin, D. R., Sokolovskii, V. V., & Miroshkina, O. N. (2022). Fazovye perekhody v splavakh Geislera mn2yz: rol obmenno-korrelyatsionnykh vzaimodeistvii. V sbornike: Dni kaloriki v Koroleve: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov 3-go Mezhdunarodnogo nauchnogo seminara. Chelyabinsk,, 11–14. https://www.elibrary.ru/item.asp?id=49304148	eLibrary/RSCI,elibrary
33	2022	0		ФАЗОВАЯ СТАБИЛЬНОСТЬ ДВОЙНИКОВЫХ СТРУКТУР НЕСТЕХИОМЕТРИЧЕСКИХ СПЛАВОВ ГЕЙСЛЕРА NI-MN-IN	Фазовая стабильность двойниковых структур нестехиометрических сплавов Гейслера ni-mn-in	Фазовая стабильность двойниковых структур нестехиометрических сплавов Гейслера ni-mn-in	Phase stability of twin structures of non-stoichiometric Geisler alloys ni-mn-in	argos_translate_ru_en	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы			ов Mn рассчитывалось в программном пакете ATAT. По данным проведенных исследований, структуры, сгенерированные с помощью программного пакета АТАТ,...	075-01391-22-00	157	10.33184/fmpve2022-2022-10-19.117	https://www.elibrary.ru/item.asp?id=49615132	"Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Фазовая стабильность двойниковых структур нестехиометрических сплавов Гейслера ni-mn-in. // В сборнике: Фундаментальная математика и ее приложения в естествознании: спутник Международной научной конференции ""Уфимская осенняя математическая школа-2022"". Тезисы докладов ХIII Международной школы-конференции студентов, аспирантов и молодых ученых, посвященной 50-летию образования математического и физического факультетов БашГУ. Отв. редактор Л.А. Габдрахманова. Уфа, 2022. С. 157. URL: https://www.elibrary.ru/item.asp?id=49615132."	"Erager, K. R., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Fazovaya stabilnost dvoinikovykh struktur nestekhiometricheskikh splavov Geislera ni-mn-in. V sbornike: Fundamentalnaya matematika i ee prilozheniya v estestvoznanii: sputnik Mezhdunarodnoi nauchnoi konferentsii ""Ufimskaya osennyaya matematicheskaya shkola-, 157. https://www.elibrary.ru/item.asp?id=49615132"	eLibrary/RSCI,elibrary
34	2022	0		ПЕРВОПРИНЦИПНЫЕ ИССЛЕДОВАНИЯ СВОЙСТВ СПЛАВОВ ГЕЙСЛЕРА С ВЫСОКОЙ МАГНИТОКРИСТАЛЛИЧЕСКОЙ АНИЗОТРОПИЕЙ	Первопринципные исследования свойств сплавов Гейслера с высокой магнитокристаллической анизотропией	Первопринципные исследования свойств сплавов Гейслера с высокой магнитокристаллической анизотропией	Primary studies of the properties of Geisler alloys with high magnetocrystalline anisotropy	argos_translate_ru_en	Соколовский В.В., Мирошкина О.Н., Байгутлин Д.Р., Саносян А.А., Загребин М.А., Бучельников В.Д.	Ы	Ы			ным упорядочением атомов Fe и Ni в качестве основного состояния...	075-01391-22-00	33-35		https://www.elibrary.ru/item.asp?id=49304157	Соколовский В.В., Мирошкина О.Н., Байгутлин Д.Р., Саносян А.А., Загребин М.А., Бучельников В.Д. Первопринципные исследования свойств сплавов Гейслера с высокой магнитокристаллической анизотропией. // В сборнике: Дни калорики в Королеве: функциональные материалы и их приложения. Сборник тезисов 3-го Международного научного семинара. Челябинск, 2022. С. 33-35. URL: https://www.elibrary.ru/item.asp?id=49304157.	Sokolovskii, V. V., Miroshkina, O. N., Baigutlin, D. R., Sanosyan, A. A., Zagrebin, M. A., & Buchelnikov, V. D. (2022). Pervoprintsipnye issledovaniya svoistv splavov Geislera s vysokoi magnitokristallicheskoi anizotropiei. V sbornike: Dni kaloriki v Koroleve: funktsionalnye materialy i ikh prilozheniya. Sbornik tezisov 3-go Mezhdunarodnogo nauchnogo seminara. Chelyabinsk,, 33–35. https://www.elibrary.ru/item.asp?id=49304157	eLibrary/RSCI,elibrary
35	2022	1		ПЕРВОПРИНЦИПНОЕ ИССЛЕДОВАНИЕ ПОЛУМЕТАЛЛИЧЕСКИХ СОЕДИНЕНИЙ НА ОСНОВЕ СЕРИИ СПЛАВОВ ГЕЙСЛЕРА FE2RHZ (Z = AL, SI, GA, GE, IN, SN)	Первопринципное исследование полуметаллических соединений на основе серии сплавов Гейслера fe2rhz (z = al, si, ga, ge, in, sn)	Первопринципное исследование полуметаллических соединений на основе серии сплавов Гейслера fe2rhz (z = al, si, ga, ge, in, sn)	Primary study of semimetallic compounds based on a series of Geisler alloys fe2rhz (z = al, si, ga, ge, in, sn)	argos_translate_ru_en	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Ы	Ы			, достаточно высокой степенью поляризации и энергетической щелью для спин-вверх электронов.	22-12-20032	34-38		https://www.elibrary.ru/item.asp?id=50111880	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Первопринципное исследование полуметаллических соединений на основе серии сплавов Гейслера fe2rhz (z = al, si, ga, ge, in, sn). // В сборнике: Перспективные технологии и материалы. Материалы Международной научно-практической конференции. Севастополь, 2022. С. 34-38. URL: https://www.elibrary.ru/item.asp?id=50111880.	Erager, K. R., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Pervoprintsipnoe issledovanie polumetallicheskikh soedinenii na osnove serii splavov Geislera fe2rhz (z = al, si, ga, ge, in, sn). V sbornike: Perspektivnye tekhnologii i materialy. Materialy Mezhdunarodnoi nauchno-prakticheskoi konferentsii. Sevastopol,, 34–38. https://www.elibrary.ru/item.asp?id=50111880	eLibrary/RSCI,elibrary
36	2022	6		ОБМЕННО-КОРРЕЛЯЦИОННЫЕ ЭФФЕКТЫ В МОДУЛИРОВАННЫХ МАРТЕНСИТНЫХ СТРУКТУРАХ СПЛАВА MN2NIGA	Обменно-корреляционные эффекты в модулированных мартенситных структурах сплава mn2niga	Обменно-корреляционные эффекты в модулированных мартенситных структурах сплава mn2niga	Exchange-correlation effects in modulated martensitic structures of mn2niga alloy	argos_translate_ru_en	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д.	Физика металлов и металловедение	Физика металлов и металловедение			123	4	403-408		https://www.elibrary.ru/item.asp?id=48103693	Ерагер К.Р., Байгутлин Д.Р., Соколовский В.В., Бучельников В.Д. Обменно-корреляционные эффекты в модулированных мартенситных структурах сплава mn2niga. // Физика металлов и металловедение. 2022. Т. 123. № 4. С. 403-408. URL: https://www.elibrary.ru/item.asp?id=48103693.	Erager, K. R., Baigutlin, D. R., Sokolovskii, V. V., & Buchelnikov, V. D. (2022). Obmenno-korrelyatsionnye effekty v modulirovannykh martensitnykh strukturakh splava mn2niga. Fizika metallov i metallovedenie, 123(4), 403–408. https://www.elibrary.ru/item.asp?id=48103693	eLibrary/RSCI,elibrary
37	2022	0		THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY	existing_publication	Baigutlin D. R., Sokolovskiy V. V., Miroshkina O. N., Buchelnikov V. D.	Physics of the Solid State	Physics of the Solid State	Physics of the Solid State	existing_publication	63	13	2082	10.21883/pss.2022.13.53975.18s	https://www.elibrary.ru/item.asp?id=59139914	Baigutlin D. R., Sokolovskiy V. V., Miroshkina O. N., Buchelnikov V. D. THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY. // Physics of the Solid State. — 2022. — Т. 63. — № 13. — С. 2082. — DOI: 10.21883/pss.2022.13.53975.18s.	Baigutlin, D. R., Sokolovskiy, V. V., Miroshkina, O. N., & Buchelnikov, V. D. (2022). THE HALF-METALLIC PROPERTIES OF HEUSLER ALLOYS MN-=SUB=-2-=/SUB=-SCZ (Z=AL, SI, P, GA, GE, AS, IN, SN, SB): AB INITIO STUDY. Physics of the Solid State, 63(13), 2082. https://doi.org/10.21883/pss.2022.13.53975.18s	elibrary
